partipcod,parnom,disnom,cornom,nivel,latitud,longitud,tipodet,ts,nivel_lbl
1,Av Oscar R Benavides-Av Nicolas Duenas,Lima,NA,2,-12.048612,-77.064751,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Oscar R Benavides-Av Tingo Maria,Lima,NA,3,-12.047478,-77.053764,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Oscar R Benavides-Av Universitaria,Lima,NA,2,-12.049947,-77.077774,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Oscar R Benavides-Ca Gaspar Hernandez,Lima,NA,4,-12.047673,-77.056893,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Oscar R Benavides-Ca Manuel Telleria,Lima,NA,2,-12.048367,-77.061996,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Oscar R Benavides-Ca Pacasmayo,Lima,NA,3,-12.046769,-77.046593,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Oscar R Benavides-Jr Galdiano Mendoza,Lima,NA,2,-12.048372,-77.062408,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Oscar R Benavides-Jr Ramon Carcamo,Lima,NA,3,-12.047144,-77.050491,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Oscar R Benavides-Jr Virgen De Fatima,Callao,NA,1,-12.051012,-77.082985,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Oscar R Benavides-Pj Ecuador,Lima,NA,2,-12.047744,-77.056,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Oscar R Benavides-Pza 2 De Mayo,Lima,NA,2,-12.046498,-77.043442,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Altura Lozas Deportivas,Villa Maria Del Triunfo,NA,1,-12.210711,-76.924675,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Av El Sol,Villa Maria Del Triunfo,NA,1,-12.168822,-76.935188,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Av Jose Carlos Mariategui,Villa Maria Del Triunfo,NA,1,-12.215037,-76.921852,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Av Jose Pardo,Villa Maria Del Triunfo,NA,2,-12.176602,-76.945862,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Av Lima,Villa El Salvador,NA,1,-12.229839,-76.909981,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Av Maria Parado De Bellido,Villa Maria Del Triunfo,NA,2,-12.17259,-76.948418,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Av Mateo Pumacahua,Villa Maria Del Triunfo,NA,2,-12.182514,-76.942276,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Av Velasco Alvarado,Villa El Salvador,NA,1,-12.20259,-76.930656,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Av Villa Maria Del Triunfo,Villa Maria Del Triunfo,NA,2,-12.166676,-76.951714,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Av 09 De Diciembre,Villa Maria Del Triunfo,NA,2,-12.176964,-76.945503,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Av 1a De Mayo,Villa El Salvador,NA,1,-12.187632,-76.939278,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Av 200 Millas,Villa Maria Del Triunfo,NA,1,-12.22399,-76.919533,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Av 26 De Noviembre,Villa Maria Del Triunfo,NA,2,-12.180459,-76.943489,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Av 27 De Diciembre,Villa Maria Del Triunfo,NA,1,-12.192909,-76.936111,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Av 6 (Aahh Nuevo Progreso Sector 1),Villa El Salvador,NA,2,-12.220955,-76.92083,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Av 8 De Octubre,Villa Maria Del Triunfo,NA,2,-12.175051,-76.946762,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Av6 (Aahh Nuevo Progreso Sector 1),Villa Maria Del Triunfo,NA,2,-12.22151,-76.920212,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Ca Bolivar,Villa Maria Del Triunfo,NA,3,-12.162115,-76.955299,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Pachacutec-Ca Cesar Vallejo,Villa Maria Del Triunfo,NA,1,-12.227884,-76.913727,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Ca Cordova Y Ca Necochea,Villa Maria Del Triunfo,NA,1,-12.203446,-76.929718,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Ca El Rosedal (Union Civica),Villa Maria Del Triunfo,NA,1,-12.207416,-76.92701,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Ca Francisco De Zela,Villa Maria Del Triunfo,NA,1,-12.199901,-76.931839,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Ca Huayna Capac,Villa Maria Del Triunfo,NA,2,-12.174873,-76.946938,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Ca La Mar Y Ca Caceres,Villa Maria Del Triunfo,NA,1,-12.197092,-76.933472,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Ca Los Robles,Villa Maria Del Triunfo,NA,2,-12.168708,-76.95076,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Ca Luis Paredes,Villa Maria Del Triunfo,NA,2,-12.226878,-76.916061,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Ca Maria Parado De Bellido,Villa Maria Del Triunfo,NA,1,-12.22896,-76.911217,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Ca San Martin De Porres,Villa Maria Del Triunfo,NA,1,-12.16436,-76.953529,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Ca Sara Sara,Villa Maria Del Triunfo,NA,2,-12.218642,-76.921043,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Ca 5 Y Ca Los Cedros (11 De Noviembre),Villa Maria Del Triunfo,NA,1,-12.205246,-76.928665,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Pachacutec-Jr La Merced,Villa Maria Del Triunfo,NA,2,-12.182386,-76.942314,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Los Lirios,Villa Maria Del Triunfo,NA,2,-12.164446,-76.953896,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Pachacutec-Psj Los Azares,Villa Maria Del Triunfo,NA,3,-12.162581,-76.955353,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Pachacutec-Psje Wiracocha,Villa Maria Del Triunfo,NA,2,-12.17355,-76.947868,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-AaHh Jose Olaya Balandra (Km37),Lurin,NA,1,-12.306209,-76.838654,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Asoc Agrup Agropecuaria Sumac - Pacha (Km37),Lurin,NA,1,-12.306183,-76.838539,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Av A,Chorrillos,NA,1,-12.212386,-76.975876,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Av Andres Tinoco,Santiago De Surco,NA,1,-12.143302,-76.981628,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Av Benavides,Santiago De Surco,NA,1,-12.13069,-76.978172,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Av Bielovucic Cavalier,San Borja,NA,1,-12.102774,-76.979416,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Av Cerro Chico (Marcona),Santiago De Surco,NA,1,-12.135536,-76.979691,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Av El Derby,Santiago De Surco,NA,1,-12.099286,-76.979622,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Av El Sol (Km19),Chorrillos,NA,1,-12.222198,-76.974724,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Av La Republica,Santiago De Surco,NA,1,-12.10263,-76.979134,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Av Las Nazarenas,Santiago De Surco,NA,1,-12.134553,-76.979652,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Av Los Lirios,San Juan De Miraflores,NA,3,-12.152673,-76.983536,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Av Los Nogales (Km57),Pucusana,NA,1,-12.45804,-76.753311,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Av Mateo Pumacahua,San Juan De Miraflores,NA,1,-12.190654,-76.972824,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Av San Jose,San Bartolo,NA,1,-12.385058,-76.770386,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Andaray,Villa El Salvador,NA,1,-12.20658,-76.974701,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Cesar Vallejo (Coop Umamarca),San Juan De Miraflores,NA,1,-12.180226,-76.976105,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Charles Reade,Santiago De Surco,NA,1,-12.093054,-76.980431,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca D (Ccop America),San Juan De Miraflores,NA,1,-12.183829,-76.974846,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Guillermo Almenara,San Juan De Miraflores,NA,4,-12.166074365,-76.980696375,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Horacio Zevallos,San Juan De Miraflores,NA,1,-12.15814,-76.982887,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Jose Olaya,Villa El Salvador,NA,1,-12.202979,-76.974022,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Las Lilas,Santiago De Surco,NA,1,-12.122454,-76.976875,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Los Delfines (Km 231),Villa El Salvador,NA,1,-12.242322,-76.944038,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Los Girasoles,San Juan De Miraflores,NA,4,-12.161786373,-76.982003067,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Los Maestros,San Juan De Miraflores,NA,4,-12.16177511,-76.98171107,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Luis Felipe De Las Casas (Ca H),San Juan De Miraflores,NA,1,-12.158249,-76.982986,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Marcavilca,Santiago De Surco,NA,1,-12.12261,-76.977234,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Nuevo Amanecer,Chorrillos,NA,1,-12.206739,-76.974907,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Ramadal,Santiago De Surco,NA,1,-12.119321,-76.977348,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca San Pedro (Km 1 ),San Juan De Miraflores,NA,1,-12.187307,-76.973785,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca S/N (Km 21),Villa El Salvador,NA,1,-12.23371,-76.960487,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca S/N (Km 24) - Grifo Pecsa,Lurin,NA,1,-12.245563,-76.93763,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Villa Mar,Villa El Salvador,NA,1,-12.250994,-76.929443,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca Villa Milagro (Km 217),Villa El Salvador,NA,1,-12.236886,-76.95459,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca 2,San Juan De Miraflores,NA,4,-12.165597617,-76.980566421,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ca 6 (Km 1),Villa El Salvador,NA,1,-12.19652,-76.972992,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Entrada A Playa Punta Negra (Km 447),Punta Negra,NA,1,-12.364314,-76.791702,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Entrada A Playa Santa Rosa (Km 46),Punta Negra,NA,1,-12.370571,-76.785255,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Entrada Hospital De La Solidaridad,Punta Hermosa,NA,1,-12.326969,-76.823921,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Entrada Playa Venecia,Villa El Salvador,NA,1,-12.224914,-76.971878,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Ingreso A Pucusana (Km57),Pucusana,NA,1,-12.458551,-76.753227,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Intercambio Vial Atocongo,Santiago De Surco,NA,1,-12.149103,-76.983101,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Intercambio Vial Primavera,Santiago De Surco,NA,1,-12.109004,-76.977982,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Jr Batalla De San Juan,Santiago De Surco,NA,1,-12.127432,-76.976814,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Jr Francisco Javier Mariategui,Santiago De Surco,NA,3,-12.154329,-76.984024,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Jr Las Gardenias,Santiago De Surco,NA,1,-12.119604,-76.976959,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Jr Loma De Las Clivas,San Juan De Miraflores,NA,1,-12.145306,-76.981834,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Jr Loma Umbrosa,San Juan De Miraflores,NA,2,-12.140906,-76.981003,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Jr Los Lirios (Ca X),San Juan De Miraflores,NA,1,-12.175283,-76.977676,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Puerta De Ingreso Universidad Cientifica Del Sur (Km19),Chorrillos,NA,1,-12.22224,-76.974991,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur (Tramo: Intercambio Vial Javier Prado - Intercambio Vial Pucusana Km 58)-Urb Costa Azul (Km 421),Punta Negra,NA,1,-12.350924,-76.805359,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur-Av Alipio Ponce Vasquez,San Juan De Miraflores,NA,1,-12.169266,-76.979706,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Panamericana Sur-Av Vargas Machuca,San Juan De Miraflores,NA,1,-12.169298,-76.979828,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Parque Sur-Calle Ricardo Angulo,San Isidro,NA,1,-12.102744,-77.0158,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Parque Sur-Calle 3 Sur,San Isidro,NA,1,-12.102189,-77.016335,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Paseo De La Republica-Av Angamos,Miraflores,NA,4,-12.11326461,-77.026381329,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Paseo De La Republica-Av Aramburu,Surquillo,NA,1,-12.102814,-77.026932,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Paseo De La Republica-Av Bausate Y Meza,Lima,NA,2,-12.065118,-77.033684,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Paseo De La Republica-Av Benavides,Miraflores,NA,2,-12.125005,-77.024551,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Paseo De La Republica-Av Carnaval Y Moreyra,San Isidro,NA,2,-12.097071,-77.024773,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Paseo De La Republica-Av Central,San Isidro,NA,1,-12.098552,-77.026268,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Paseo De La Republica-Av Del Parque,San Isidro,NA,1,-12.099283,-77.025772,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Paseo De La Republica-Av Diez Canseco,Miraflores,NA,2,-12.121906,-77.025284,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Paseo De La Republica-Av Domingo Orue,Surquillo,NA,4,-12.108514,-77.026024,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Paseo De La Republica-Av Isabel La Catolica,La Victoria,NA,2,-12.070611,-77.031052,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Paseo De La Republica-Av Juan De Arona,San Isidro,NA,2,-12.096488,-77.025322,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Paseo De La Republica-Av Ricardo Palma,Miraflores,NA,2,-12.118923,-77.026176,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Paseo De La Republica-Av 28 De Julio,Lima,NA,2,-12.063476,-77.034264,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Paseo De La Republica-Ca Chacarilla,San Isidro,NA,1,-12.100691,-77.027199,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Paseo De La Republica-Ca Madre De Dios,Lima,NA,1,-12.069081,-77.032249,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Paseo De La Republica-Jr Barbieri,Surquillo,NA,4,-12.110399,-77.025833,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Paseo Parodi-Ca De Las Casas,San Isidro,NA,2,-12.094004,-77.030807,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Paseo Parodi-Ca Los Lirios,San Isidro,NA,2,-12.093874,-77.030617,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Peru - Caja De Agua - Sjl-Av Proceres De La Independencia,San Juan De Lurigancho,NA,2,-12.028555,-77.011803,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Peru - Caja De Agua - Sjl-Ca Moquegua,San Juan De Lurigancho,NA,4,-12.029143848,-77.015206788,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Petit Thouars-Av Aramburu,Miraflores,NA,1,-12.103402,-77.030388,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Petit Thouars-Av General Vidal,Miraflores,NA,2,-12.114631,-77.028442,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Petit Thouars-Av Javier Prado,San Isidro,NA,1,-12.09241,-77.032097,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Petit Thouars-Av 28 De Julio,Lima,NA,2,-12.064778,-77.03611,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Petit Thouars-Ca Emilio Fernandez,Lima,NA,2,-12.073377,-77.034889,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Petit Thouars-Ca Juan De Arona,San Isidro,NA,2,-12.096988,-77.031265,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Petit Thouars-Ca La Habana,San Isidro,NA,1,-12.099622,-77.030861,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Petit Thouars-Ca Rio De Janeiro,Miraflores,NA,1,-12.105496,-77.029991,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Petit Thouars-Ca Salaverry,Miraflores,NA,1,-12.109554,-77.02932,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Petit Thouars-Jr Alejandro Tirado,Lima,NA,2,-12.074481,-77.034729,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Petit Thouars-Jr Jose De La Torre Ugarte,Lince,NA,4,-12.089182911,-77.032594276,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Petit Thouars-Jr Manuel Candamo,Lince,NA,4,-12.082419282,-77.033541606,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Petit Thouars-Jr Manuel Segura,Lince,NA,4,-12.079666695,-77.033933692,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Petit Thouars-Jr Montero,Miraflores,NA,2,-12.111684,-77.028954,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Petit Thouars-Jr Risso,Lince,NA,4,-12.085724801,-77.033084807,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Petit Thouars-Jr Saco Oliveiros,Lima,NA,1,-12.068269,-77.035507,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Petit Thouars-Jr Soledad,Lince,NA,2,-12.090622,-77.032333,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Petit Tohuars-Av Narciso De La Colina,Miraflores,NA,2,-12.118405,-77.028038,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Piramide Del Sol-Av Malecon Checa,San Juan De Lurigancho,NA,4,-12.027289588,-77.00126985,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Pir4mide Del Sol-Av Malecin Checa,San Juan De Lurigancho,NA,4,-12.027601236,-77.001437876,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Primavera (Via  Auxiliar Intercambio Vial)-Jr Paseo Del Bosque,San Borja,NA,1,-12.111242,-76.993332,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Primavera (Via Auxiliar Intercambio Vial)-Ca Montebello,Santiago De Surco,NA,1,-12.111235,-76.991997,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Primavera (Via Auxiliar Intercambio Vial)-Ca Verona,San Borja,NA,1,-12.111131,-76.991692,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Primavera-Av Central,Santiago De Surco,NA,1,-12.105326,-76.965439,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Primavera-Av La Encalada,Santiago De Surco,NA,1,-12.109737,-76.97242,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Primavera-Av Latinoamerica,Villa Maria Del Triunfo,NA,1,-12.14766,-76.951157,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Primavera-Av Velasco Astete,San Borja,NA,1,-12.110567,-76.984009,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Primavera-Ca Luis Pardo,Villa Maria Del Triunfo,NA,3,-12.145773,-76.950722,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Primavera-Ca Tomasal,Santiago De Surco,NA,1,-12.108396,-76.969681,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Primavera-Ca 2 De Mayo,Villa Maria Del Triunfo,NA,3,-12.150531,-76.951813,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
