partipcod,parnom,disnom,cornom,nivel,latitud,longitud,tipodet,ts,nivel_lbl
1,Av Grau-Av Jerusalen,Ate,NA,1,-12.023369,-76.891495,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Grau-Av Nicolas De Pierola,Ate,NA,1,-12.023642,-76.89373,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Grau-Av San Alfonso,Ate,NA,1,-12.022669,-76.88588,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Grau-Calle S/N,Ate,NA,1,-12.022978,-76.888351,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Guardia Chalaca - Av Saenz Peña,Callao,NA,1,-12.058862,-77.128311,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Guardia Chalaca - Cuadra 11,Callao,NA,1,-12.056762,-77.13179,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Guardia Chalaca - Cuadra 9,Callao,NA,3,-12.055215,-77.134445,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Guardia Chalaca - Hospital,Bellavista,NA,2,-12.062255,-77.123596,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guardia Chalaca - Sedapal,Callao,NA,2,-12.056376,-77.132278,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guardia Chalaca - 1178,Callao,NA,1,-12.056905,-77.131737,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Guardia Chalaca - 1211,Callao,NA,2,-12.056784,-77.131294,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guardia Chalaca - 1560,Bellavista,NA,2,-12.059446,-77.127518,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guardia Chalaca - 484,Callao,NA,2,-12.053088,-77.137909,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guardia Chalaca - 525,Callao,NA,2,-12.053299,-77.137199,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guardia Chalaca - 668,Callao,NA,3,-12.054123,-77.136292,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Guardia Chalaca - 705,Callao,NA,3,-12.054159,-77.135765,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Guardia Civil Norte-Jr Vista Alegre,Santiago De Surco,NA,3,-12.166562,-76.990349,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Guardia Civil-Av Canada,La Victoria,NA,2,-12.084545,-77.008095,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guardia Civil-Av Del Parque Norte,San Borja,NA,2,-12.094309,-77.010017,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guardia Civil-Av Javier Prado Este,San Borja,NA,1,-12.08829,-77.007431,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Guardia Civil-Av San Borja Norte,San Isidro,NA,2,-12.093402,-77.009644,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guardia Civil-Calle Boulevard De La Literatura,San Borja,NA,1,-12.086789,-77.007889,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Guardia Civil-Calle De La Prosa,San Borja,NA,1,-12.086175,-77.007881,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Guardia Civil-Calle Orden Y Libertad,San Isidro,NA,2,-12.100292,-77.013229,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guardia Civil-Calle Paul Dubois,San Isidro,NA,2,-12.09665,-77.011253,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guardia Civil-Calle Paz Y Perfecta Union,San Isidro,NA,1,-12.102535,-77.014435,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Guardia Civil-Calle Sisley,San Borja,NA,1,-12.091361,-77.008415,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Guardia Civil-Calle 41,San Isidro,NA,1,-12.099622,-77.013062,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Guardia Civil-Calle 44,San Isidro,NA,1,-12.091176,-77.008423,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Guardia Civil-Calle 50,San Isidro,NA,1,-12.102177,-77.014404,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Guardia Civil-Calle 9,San Isidro,NA,2,-12.09643,-77.011284,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guzman Blanco-Av 28 De Julio,Lima,NA,2,-12.063991,-77.039581,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guzman Blanco-Jr Chincha,Lima,NA,2,-12.062781,-77.039749,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guzman Blanco-Jr Gregorio Escobedo,Lima,NA,2,-12.061428,-77.040932,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Guzm5n Blanco-Plaza Bolognesi,Lima,NA,2,-12.060846,-77.041084,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Honorio Delgado-Av Tupac Amaru,San Martin De Porres,NA,1,-12.018251,-77.051605,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Honorio Delgado-Ca Los Alhelies,San Martin De Porres,NA,3,-12.019327,-77.052856,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Huaylas-Av A Iglesias,Chorrillos,NA,4,-12.168004387,-77.025052699,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Huaylas-Av Alameda Los Horizontes,Chorrillos,NA,2,-12.197118,-76.999229,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Huaylas-Av Alameda Sur,Chorrillos,NA,1,-12.190241,-77.006126,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Huaylas-Av Curva De Villa,Chorrillos,NA,4,-12.183730402,-77.008632951,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Huaylas-Av Matelini,Chorrillos,NA,1,-12.181207,-77.012451,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Huaylas-Av Matellini,Chorrillos,NA,1,-12.181316,-77.012314,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Huaylas-Av Mexico,Chorrillos,NA,2,-12.173076,-77.020149,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Huaylas-Av Santa Anita,Chorrillos,NA,4,-12.187830594,-77.007634952,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Huaylas-Ca Borgues,Chorrillos,NA,1,-12.179302,-77.014229,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Huaylas-Ca Nueva York,Chorrillos,NA,4,-12.171759962,-77.021718252,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Huaylas-Ca Quilla,Chorrillos,NA,1,-12.194574,-77.00177,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Huaylas-Ca Uruguay,Chorrillos,NA,3,-12.169683,-77.023262,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Huaylas-J Pereyra,Chorrillos,NA,4,-12.171971059,-77.021238725,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Huaylas-Jr Comunidad Industrial,Chorrillos,NA,2,-12.174747,-77.018761,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Huaylas-Psje Julio Vega Solis,Chorrillos,NA,2,-12.175154,-77.018311,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Huncaray (Tramo: Av Los Ruise-Ores -- Av Separadora Industrial)-Av Colectora Industrial,Santa Anita,NA,3,-12.040552,-76.96067,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Huncaray (Tramo: Av Los Ruise-Ores -- Av Separadora Industrial)-Av Huarochir(,Santa Anita,NA,2,-12.037691,-76.953896,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Huncaray (Tramo: Av Los Ruise-Ores -- Av Separadora Industrial)-Av La Cultura,Santa Anita,NA,1,-12.035487,-76.948769,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Huncaray (Tramo: Av Los Ruise-Ores -- Av Separadora Industrial)-Av Santa Rosa,Santa Anita,NA,3,-12.041834,-76.965393,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Huncaray (Tramo: Av Los Ruise-Ores -- Av Separadora Industrial)-Av Separadora Industrial,Santa Anita,NA,1,-12.033395,-76.94268,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Huncaray (Tramo: Av Los Ruise-Ores -- Av Separadora Industrial)-Ca San Carlos,Santa Anita,NA,4,-12.038872,-76.956856,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Huncaray (Tramo: Av Los Ruise-Ores -- Av Separadora Industrial)-Ca S/N,Santa Anita,NA,4,-12.039508,-76.957481,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Huncaray (Tramo: Av Los Ruise-Ores -- Av Separadora Industrial)-Jr Cultura Mochica,Santa Anita,NA,3,-12.04302,-76.968254,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Huncaray (Tramo: Av Los Ruise-Ores -- Av Separadora Industrial)-Jr San Pablo,Santa Anita,NA,2,-12.036609,-76.951233,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Ignaciio Merino-Av Jose Parado De Zela,Lince,NA,4,-12.083130336,-77.032712486,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Ignacio Merino-Jr Jose De La Torre Ugarte,Lince,NA,4,-12.088703459,-77.031900897,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Ignacio Merino-Jr Risso,Lince,NA,4,-12.085370086,-77.032201665,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Ignacio Merino-Jr Soledad,Lince,NA,2,-12.09037,-77.031609,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Ignacio Merino-Jr Tomas Guido,Lince,NA,4,-12.086543565,-77.032227934,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Independencia-Av Arriba Peru,Lurigancho,NA,1,-11.921494,-76.676338,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Independencia-Av Daniel A Carrion,Lurigancho,NA,1,-11.924569,-76.684708,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Independencia-Av Hipolito Unanue,Lurigancho,NA,2,-11.927221,-76.688057,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Independencia-Av Jose Carlos Mariategui,El Agustino,NA,3,-12.02922,-76.999557,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Independencia-Av Mariano Melgar,Lurigancho,NA,1,-11.9238,-76.682671,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Independencia-Av Miguel Grau,Lurigancho,NA,2,-11.926144,-76.686264,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Independencia-Av Walter Stubes,Lurigancho,NA,1,-11.922765,-76.678925,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Independencia-Ca Begazo,El Agustino,NA,3,-12.030161,-77.001778,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Independencia-Ca S/N,Lurigancho,NA,1,-11.921193,-76.675453,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Independencia-Psje Jacobo (Via Secundaria),El Agustino,NA,3,-12.029078,-76.999092,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Industrial-Av El Pacifico,Independencia,NA,1,-11.995147,-77.058708,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Industrial-Av Izaguirre,Independencia,NA,1,-11.989726,-77.05954,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Industrial-Ca Ferreyros,Independencia,NA,1,-11.993498,-77.058975,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Industrial-Ca Isidro Bonifas,Independencia,NA,1,-12.000026,-77.058044,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Industrial-Ca Rufino Maceda,Independencia,NA,1,-11.999237,-77.05806,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Industrial-Ca 3 De Octubre,Independencia,NA,1,-12.0039,-77.058884,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Industrial-Calle 3,Independencia,NA,1,-11.992233,-77.059273,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Iquitos-Av Jose Pardo De Zela,Lince,NA,4,-12.082199219,-77.02839503,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Iquitos-Ca Los Tulipanes,Lince,NA,4,-12.088684591,-77.029127196,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Iquitos-Jr Bartolome Herrera,Lince,NA,4,-12.080348241,-77.028652028,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Iquitos-Jr Jose De La Torre Ugarte,Lince,NA,4,-12.088087224,-77.02906129,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Iquitos-Jr Soledad,Lince,NA,4,-12.089847216,-77.029465033,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Iquitos-Jr Tomas Guido,Lince,NA,4,-12.086256713,-77.028736637,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Isabel Catolica (Tramo: Aux Av Paseo De La Repnblica -Jr San Pablo)-Av Aviaci N,La Victoria,NA,2,-12.068196,-77.011833,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Isabel Catolica (Tramo: Aux Av Paseo De La Repnblica -Jr San Pablo)-Av Iquitos,La Victoria,NA,2,-12.070493,-77.03009,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Isabel Catolica (Tramo: Aux Av Paseo De La Repnblica -Jr San Pablo)-Av Manco Capac,La Victoria,NA,4,-12.070356,-77.028564,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Isabel Catolica (Tramo: Aux Av Paseo De La Repnblica -Jr San Pablo)-Av Parinacochas,La Victoria,NA,4,-12.068703261,-77.016855169,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Isabel Catolica (Tramo: Aux Av Paseo De La Repnblica -Jr San Pablo)-Jr Abtao,La Victoria,NA,4,-12.069327694,-77.021771509,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Isabel Catolica (Tramo: Aux Av Paseo De La Repnblica -Jr San Pablo)-Jr Andahuaylas,La Victoria,NA,4,-12.069796,-77.025261,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Isabel Catolica (Tramo: Aux Av Paseo De La Repnblica -Jr San Pablo)-Jr Canta,La Victoria,NA,2,-12.070431,-77.03054,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Isabel Catolica (Tramo: Aux Av Paseo De La Repnblica -Jr San Pablo)-Jr Huamanga,La Victoria,NA,4,-12.069017901,-77.019517102,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Isabel Catolica (Tramo: Aux Av Paseo De La Repnblica -Jr San Pablo)-Jr Huanuco,La Victoria,NA,2,-12.068599,-77.014786,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Isabel Catolica (Tramo: Aux Av Paseo De La Repnblica -Jr San Pablo)-Jr Huascar,La Victoria,NA,2,-12.070055,-77.027664,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Isabel Catolica (Tramo: Aux Av Paseo De La Repnblica -Jr San Pablo)-Jr Renovacian,La Victoria,NA,4,-12.069973,-77.025978,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Isabel Catolica (Tramo: Aux Av Paseo De La Repnblica -Jr San Pablo)-Jr San Pablo,La Victoria,NA,4,-12.067790312,-77.009587597,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Av Arqueologia,San Borja,NA,1,-12.087386,-76.999786,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Av Circunvalacion,San Borja,NA,1,-12.085139,-76.985382,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Av Flora Tristan,La Molina,NA,3,-12.066922,-76.944115,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Av Jorge Basadre,San Isidro,NA,1,-12.0925,-77.034485,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Av La Molina,La Molina,NA,1,-12.07134,-76.956413,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Av Los Frutales,La Molina,NA,1,-12.075229,-76.963409,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Av Los Ingenieros,La Molina,NA,1,-12.068755,-76.948395,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Av Manuel Olguin,Santiago De Surco,NA,1,-12.084113,-76.973518,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Av Melgarejo,Ate,NA,1,-12.064107,-76.939667,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Av Paseo De La Republica,San Isidro,NA,1,-12.090809,-77.021637,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Av Petit Thours,San Isidro,NA,2,-12.092234,-77.032313,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Av Rosa Toro,San Borja,NA,1,-12.086347,-76.992401,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Av San Luis,San Borja,NA,1,-12.087427,-76.996796,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Av Viste Alegre,Ate,NA,3,-12.043289,-76.930176,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Alamza,Ate,NA,1,-12.04787,-76.93631,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Berlin,Ate,NA,3,-12.038143,-76.924042,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Carlos Porras Osores,San Isidro,NA,2,-12.09445,-77.049255,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Francisco Masias,San Isidro,NA,2,-12.09133,-77.025505,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Jorge Valdeavellano,La Victoria,NA,1,-12.088911,-77.010277,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Jose Jimenez Borja,San Borja,NA,1,-12.085901,-76.989151,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca La Cultura,La Molina,NA,1,-12.065766,-76.942162,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca La Floresta (Via Auxiliar),La Molina,NA,1,-12.083642,-76.972702,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Las Flores,San Isidro,NA,2,-12.094313,-77.047401,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Las Orquideas,Lince,NA,2,-12.091488,-77.027916,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Las Palmeras,San Isidro,NA,1,-12.092974,-77.038345,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Los Cedros,San Isidro,NA,1,-12.093707,-77.043724,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Los Ceibos,La Molina,NA,1,-12.079333,-76.965881,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Los Menbrillos,La Molina,NA,1,-12.073403,-76.960846,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Los Pinos,San Isidro,NA,1,-12.092667,-77.036682,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Moscu,Ate,NA,3,-12.043602,-76.930664,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Paseo De La Artesana,San Borja,NA,1,-12.086843,-76.997795,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Pradilla,San Borja,NA,1,-12.086808,-76.99279,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ca Rafael,San Borja,NA,1,-12.087992,-77.000885,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Calle 5,San Isidro,NA,1,-12.090292,-77.017807,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Calle 7,San Borja,NA,1,-12.089141,-77.009827,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Frontis Clinica San Felipe,Santiago De Surco,NA,1,-12.082453,-76.968651,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Ingr Estac-6 (Estadio Monumental),Ate,NA,1,-12.054783,-76.938057,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Jr Cuzco,La Molina,NA,3,-12.067886,-76.945915,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Jr Los Forestales,La Molina,NA,1,-12.069623,-76.951286,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Jr Mateo Pumacahua,La Molina,NA,3,-12.067842,-76.946068,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Javier Prado ( Tramo: Av Sanchez Carrion - Av Carretera Central )-Paseo Parodi,San Isidro,NA,2,-12.091907,-77.03022,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Javier Prado-Av Brasil,Magdalena Del Mar,NA,3,-12.090034,-77.065681,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Javier Prado-Av Gonzales Prada,Magdalena Del Mar,NA,3,-12.091299,-77.064018,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Javier Prado-Av Juan De Aliaga,Magdalena Del Mar,NA,2,-12.09343,-77.059219,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Javier Prado-Av Melgarejo,La Molina,NA,1,-12.064875,-76.939751,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Javier Prado-Av Salaverry,San Isidro,NA,2,-12.095169,-77.0541,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Javier Prado-Jr Roca De Vergallo,Magdalena Del Mar,NA,2,-12.09375,-77.057892,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Javier Prado-Jr Trujillo,Magdalena Del Mar,NA,3,-12.092863,-77.061882,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Joaquin Bernal-Ca Jaramillo,San Juan De Miraflores,NA,2,-12.156042,-76.974564,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Joaquin Bernal-Ca Morales,San Juan De Miraflores,NA,2,-12.156268,-76.974396,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Joaquin Bernal-Calle 1,San Juan De Miraflores,NA,1,-12.155028,-76.977333,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Joaquin Bernal-Psje Rosendo Leder,San Juan De Miraflores,NA,1,-12.155177,-76.976723,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Jorge Chavez-Ca Rivera,Santiago De Surco,NA,4,-12.145794492,-77.013135824,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Jorge Chavez-Jr Camino Real,Santiago De Surco,NA,4,-12.147447854,-77.011358073,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Jorge Chavez-Jr Daniel Cornejo,Santiago De Surco,NA,4,-12.149823255,-77.007397246,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Jorge Chavez-Jr Los Aquiles,Santiago De Surco,NA,4,-12.147528143,-77.010911921,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Jorge Chavez-Plaza Butters,Barranco,NA,4,-12.143899056,-77.015309634,Transporte Regular,2021-05-15T20:22:17Z,Extremo
1,Av Jos  Carlos Mariltegui-Av La Esperanza,Ate,NA,3,-12.025204,-76.905991,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Jos  Carlos Mariltegui-Av Nicolas De Pirrola,Ate,NA,1,-12.023902,-76.894165,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Jos  Carlos Mariltegui-Ca Corazan De Jesis,Ate,NA,3,-12.025578,-76.908257,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Jos  Carlos Mariltegui-Ca Huanchihuaylas,Ate,NA,2,-12.02451,-76.899986,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Jos  Carlos Mariltegui-Ca Jardin Azul,Ate,NA,1,-12.024129,-76.89679,Transporte Regular,2021-05-15T20:22:17Z,Moderado
1,Av Jos  Carlos Mariltegui-Ca Jun N,Ate,NA,2,-12.025106,-76.904114,Transporte Regular,2021-05-15T20:22:17Z,Alto
1,Av Jos  Carlos Mariltegui-Ca La Estrella,Ate,NA,3,-12.025927,-76.910713,Transporte Regular,2021-05-15T20:22:17Z,Muy Alto
1,Av Jos  Carlos Mariltegui-Ca Los Rosales,Ate,NA,2,-12.024991,-76.903587,Transporte Regular,2021-05-15T20:22:17Z,Alto
